0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:50:17 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:50:17 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:50:20 +0530] "GET /EV_Charging_Station_Finder/UserLoginServlet?action2=ViewStation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:50:21 +0530] "GET /EV_Charging_Station_Finder/ViewStation.jsp HTTP/1.1" 200 18312
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:50:25 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:54:26 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:54:37 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:54:37 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:54:49 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 200 17838
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:54:54 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:02 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:02 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:05 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:29 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 200 17880
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:33 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:34 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:36 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:48 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:55:48 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:56:59 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:57:00 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:57:03 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 200 17726
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:57:11 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:57:11 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:59:39 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:59:40 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:59:43 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:59:55 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:11:59:55 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:00:03 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:00:06 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:00:07 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:00:07 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:00:07 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:00:20 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:00:20 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:05:16 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:05:16 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:05:16 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:05:18 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:05:31 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:05:33 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:05:42 +0530] "GET /EV_Charging_Station_Finder/UserLoginServlet?action2=ViewStation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:05:42 +0530] "GET /EV_Charging_Station_Finder/ViewStation.jsp HTTP/1.1" 200 18312
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:06:50 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:06:50 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:06:53 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:07:02 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:13 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:13 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:17 +0530] "GET /EV_Charging_Station_Finder/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:25 +0530] "POST /EV_Charging_Station_Finder/LoginAdmin HTTP/1.1" 200 112
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:27 +0530] "GET /EV_Charging_Station_Finder/menu.jsp HTTP/1.1" 200 17340
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:31 +0530] "GET /EV_Charging_Station_Finder/LoginAdmin?action=ViewAllStations HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:31 +0530] "GET /EV_Charging_Station_Finder/ViewAllStations.jsp HTTP/1.1" 200 20718
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:36 +0530] "GET /EV_Charging_Station_Finder/LoginAdmin?action=approvestation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:36 +0530] "GET /EV_Charging_Station_Finder/AfterView.jsp HTTP/1.1" 200 18051
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:40 +0530] "GET /EV_Charging_Station_Finder/LoginAdmin?action=deletestation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:40 +0530] "GET /EV_Charging_Station_Finder/ViewAllStations.jsp HTTP/1.1" 200 20718
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:56 +0530] "POST /EV_Charging_Station_Finder/LoginStation HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:18:57 +0530] "GET /EV_Charging_Station_Finder/menu2.jsp HTTP/1.1" 200 17343
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:19:01 +0530] "GET /EV_Charging_Station_Finder/LoginStation?action1=RegisterStation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:19:17 +0530] "POST /EV_Charging_Station_Finder/LoginStation HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:19:25 +0530] "POST /EV_Charging_Station_Finder/LoginStation HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:19:27 +0530] "GET /EV_Charging_Station_Finder/menu2.jsp HTTP/1.1" 200 17343
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:19:37 +0530] "GET /EV_Charging_Station_Finder/LoginStation?action1=UpdatePowerServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:19:54 +0530] "POST /EV_Charging_Station_Finder/UpdatePowerServlet HTTP/1.1" 200 167
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:19:56 +0530] "GET /EV_Charging_Station_Finder/ViewStation.jsp HTTP/1.1" 200 18312
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:20:06 +0530] "GET /EV_Charging_Station_Finder/LoginStation?action1=RegisterStation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:20:10 +0530] "GET /EV_Charging_Station_Finder/LoginStation?action1=ViewStation HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:20:10 +0530] "GET /EV_Charging_Station_Finder/ViewStation.jsp HTTP/1.1" 200 18312
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:20:17 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:20:25 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:20:33 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:20:35 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:22:27 +0530] "GET /EV_Charging_Station_Finder/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:22:36 +0530] "POST /EV_Charging_Station_Finder/LoginStation HTTP/1.1" 200 117
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:22:44 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:22:51 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:23:09 +0530] "GET /EV_Charging_Station_Finder/UserRegistration.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:23:12 +0530] "GET /EV_Charging_Station_Finder/UserLogin.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:23:17 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 200 114
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:23:34 +0530] "POST /EV_Charging_Station_Finder/UserLoginServlet HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:23:35 +0530] "GET /EV_Charging_Station_Finder/menu3.jsp HTTP/1.1" 200 17229
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:23:42 +0530] "GET /EV_Charging_Station_Finder/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:23:50 +0530] "POST /EV_Charging_Station_Finder/LoginAdmin HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:24:26 +0530] "GET /EV_Charging_Station_Finder/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:24:26 +0530] "GET /EV_Charging_Station_Finder/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:24:26 +0530] "GET /EV_Charging_Station_Finder/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:24:34 +0530] "POST /EV_Charging_Station_Finder/LoginAdmin HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:24:44 +0530] "POST /EV_Charging_Station_Finder/LoginAdmin HTTP/1.1" 200 112
0:0:0:0:0:0:0:1 - - [09/Jul/2023:12:24:45 +0530] "GET /EV_Charging_Station_Finder/menu.jsp HTTP/1.1" 200 17340
